Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Brazil,BRA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,83.91427,,,,,,,,,,,,,,,,,,,,94.18411255,,,,96.84385681,,97.58229828,97.80062866,97.84362793,98.0655365,97.51412201,98.48691559,98.61965179,98.73667908,,
Brazil,BRA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,59,62,63,64,68,71,75,78,81,83,86,89,92,92,65,76,78,67,92,92,92,92,92,92,93,93,93,
Brazil,BRA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85534,80852,77002,73668,71196,69529,68340,67092,66140,64338,61046,56608,52117,47688,43470,39575,35652,32709,30871,30328,30378,30977,31639,31645,30421,28604
Brunei Darussalam,BRN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,22.4,,,,,,,,,,23.6,,,,,,,,,,25.1,,,,,,,,,,25,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,577,696,852,996,1143,1277,1361,1412,1465,1510,1551,1620,1691,1752,1809,1852,1893,1930,1978,2040,2107,2149,2194,2247,2303,2364,2383,2409,2428,2455,2484,2576,2627,2657,2672,2683,2720,2801,2898,3009,3107,3155,3183,3207,3237,3262,3302,3332,3365,3396,3418,3415,3390,3364,3348,
Brunei Darussalam,BRN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.68101,,,,,,,,,,98.09566,,,,,,,,,,98.89378357,,,,,,,,,,99.36676788,,,,
Brunei Darussalam,BRN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,30,48,51,50,45,43,42,40,38,57,58,64,69,74,79,66,62,77,78,79,80,68,64,64,64,65,65,95,95,95,95,95,
Brunei Darussalam,BRN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,45,45,44,42,40,38,36,34,33,32,32,32,31,31,30,28,27,27,27,28,29,31,32,33
Bulgaria,BGR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,20.8,,,,,,,,,,21.1,,,,,,,,,,,,,,,,24.2,,,,,,,,,,26.2,,,,
Bulgaria,BGR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,70619,70691,69647,68872,68072,67219,66507,66030,65553,65171,64768,63857,62907,62112,61411,60881,60721,60632,60499,60300,60282,60787,61669,62562,63423,64187,64826,65067,65025,64870,64136,62246,59892,57646,55247,53245,52589,52517,52267,52143,51503,49199,46282,43644,41100,38774,36695,35046,33539,32232,31270,30588,30239,30085,29991,
Bulgaria,BGR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21247864,,,,,,,,,,97.86505127,,,,
Bulgaria,BGR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348,1305,1208,1079,951,858,810,790,788,774,748,714,677,641,604,575,560,557,559,559,552,514,464,412,367,335
Burkina Faso,BFA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,17.4,,,,,,,,,,18.4,,,,,,,,,,,19,,,,,,,,,,19.8,,,,19.5,,,,,
Burkina Faso,BFA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,54244,54741,55555,56698,58121,59525,60457,61578,63062,64880,66577,67508,68571,70086,71901,73706,75110,76790,78897,81490,83986,85364,86927,89139,91732,94567,97348,100746,104557,108771,112892,116104,119374,123133,127361,131344,134090,136845,140179,143905,147709,151099,154976,159402,164296,169330,173930,178864,184238,189898,195913,202292,209309,216599,223977,
Burkina Faso,BFA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,6.8,,,,9.4,,,,,,,9.9,,,,11.8,
Burkina Faso,BFA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,14.37752,,,,,,,,,,,,,,,,20.18029,,,,,19.41415,,,,,,,31.22925949,,32.96661758,32.73060226,39.25778198,,,,,,,,
Burkina Faso,BFA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,10,11,12,10,8,13,18,22,55,55,55,52,54,58,64,52,63,49,55,57,60,63,67,69,72,76,80,79,85,85,88,88,88,89,
Burkina Faso,BFA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18201,18456,18803,19186,19585,20030,20406,20845,21248,21561,21824,21953,21971,21822,21614,21226,20827,20548,20300,20047,19645,19246,18926,18652,18403,18346
Burundi,BDI,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,21.7,,,,,,,,,,,,,,,,,21.8,,,22.5,,,,,,,,,,,,,,,,,,22.1,,22.1,,,,,
Burundi,BDI,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,30210,31520,33276,35021,37001,38720,39645,40332,41363,42481,43454,44245,45059,45951,47012,47950,47940,47930,48194,48693,49131,49355,49720,50411,51243,52507,54811,57768,60838,64051,67219,70425,73852,77564,81332,84834,87681,90470,93459,96944,100401,101922,103201,104888,106793,108385,109452,110219,111057,111885,113024,115127,118093,121438,125023,
Burundi,BDI,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,24.5,,,
Burundi,BDI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,30.97659,,,,,,,,,,,53.55521,,,,,,,,,,73.33005524,,,,,,,,88.8863678,,,,,,,
Burundi,BDI,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,11,16,21,35,53,59,65,67,69,70,67,71,61,61,60,44,35,51,55,63,65,66,65,66,76,78,94,94,80,85,85,85,
Burundi,BDI,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11362,11496,11507,11423,11313,11184,11026,10894,10821,10784,10887,10923,11039,11249,11473,11715,12006,12261,12539,12720,12974,13088,13169,13201,13261,13236
Cabo Verde,CPV,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,23.6,,,,,,,,,,25.7,,,,,,,,23.8,,24.6,,,,,22.8,,,,,,,,,,
Cabo Verde,CPV,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,1457,1745,2141,2508,2909,3244,3357,3397,3497,3590,3700,3865,4056,4220,4415,4564,4534,4431,4365,4294,4226,4137,4086,4031,3976,3936,3904,3904,3926,3966,4054,4203,4417,4655,4914,5174,5404,5637,5883,6145,6367,6445,6447,6433,6392,6316,6233,6089,5902,5687,5458,5279,5133,5001,4866,
Cabo Verde,CPV,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16791,,,,,,,,,,,,,,97.11495972,,,,,,,,98.12896729,,,
Cabo Verde,CPV,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,82,75,91,92,91,65,30,24,63,62,64,60,46,62,76,78,70,74,77,78,78,92,92,92,92,92,
Cabo Verde,CPV,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,300,294,288,284,277,271,263,250,235,218,196,177,164,156,152,152,154,158,160,159,156,150,143,138,133
Cambodia,KHM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,,,,,,,23.3,,22,,,,,
Cambodia,KHM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,64041,68153,73260,78090,83144,87350,88914,89325,90114,90952,91954,93557,95554,97212,98441,98921,97172,95199,93554,92251,91487,92447,93402,94470,96892,97691,92132,85269,80248,74419,73252,84643,102346,118567,135488,150377,162026,167060,170491,170724,169010,167693,170056,172980,178047,182105,176844,168754,163089,159076,156127,153234,151090,149050,146733,
Cambodia,KHM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,25.4,,,,,23.5,,,22,,27.1,,,,26.9,
Cambodia,KHM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.31821,,,,,,83.38286591,,,,87.47137451,87.13246155,,,,,,
Cambodia,KHM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,6,8,9,10,10,10,10,11,11,11,26,34,45,47,46,47,50,58,62,64,71,79,81,84,87,87,91,91,91,91,91,91,
Cambodia,KHM,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13681,13396,13647,14269,14773,14975,14685,14022,13079,12065,11212,10581,10027,9673,9376,9148,8970,8806,8592,8298,7914,7371,6813,6203,5661,5282
Cameroon,CMR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,18.8,,,,,,,,,,,20,,,,,,,,,,,20.2,,,,,,20.2,,,,,,,21.3,,,,
Cameroon,CMR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,60247,61113,62043,63278,64783,66275,67435,68801,70544,72552,74719,76957,79583,82538,85814,89105,92026,95107,98576,102346,106094,109542,113109,117025,121329,125628,129382,133369,137848,142548,147583,153205,159454,165879,172529,178936,184695,190259,196065,202052,207568,212239,216568,221153,226004,230656,234488,238509,243026,247713,252861,258880,265833,273033,280537,
Cameroon,CMR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,,,,,,22.4,,,,,,24,,,,,,,25.5,,,,
Cameroon,CMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,68.81703,,,,,,,,,,,,,,,,,,,,,,,,83.09828949,,,,,,,83.13557434,,,80.57444,,,,,
Cameroon,CMR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,6,10,13,17,20,20,19,19,26,18,18,20,21,40,47,55,54,52,65,71,73,76,81,83,86,91,91,75,85,85,85,
Cameroon,CMR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21149,21444,21813,22142,22474,22747,22929,22926,22683,22270,21876,21630,21532,21562,21687,21890,21894,21773,21613,21521,21509,21329,21157,21143,21118,21071
Canada,CAN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,22,,,,,,,,,,,,,,,24.3,,,,,,,,,,26,,,,,26.3,,,,,26.6,,,,,,,,,
Canada,CAN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,176302,182171,186459,190881,195006,199493,205281,211456,216796,221238,224834,228628,231114,232621,234131,233116,227127,217850,208594,198259,189160,184981,183572,181711,180067,179142,179307,179755,180488,181261,182227,184994,187796,190344,192790,194833,196654,197912,198881,199153,199563,202092,204962,207103,209245,209826,206892,201840,196975,191903,187332,185933,184724,182438,178659,
Canada,CAN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681,1669,1661,1646,1654,1635,1548,1441,1328,1229,1189,1207,1217,1278,1350,1393,1439,1451,1457,1489,1464,1418,1356,1288,1227,1181
Cayman Islands,CYM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,28,,,,,
Cayman Islands,CYM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9068222,,,,,,,,
Cayman Islands,CYM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,18.4,,,,,,,,,,,,,19.1,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,15325,15612,16024,16516,17085,17646,18090,18567,19136,19767,20355,20831,21330,21920,22587,23257,23801,24393,25088,25872,26677,27394,28161,28999,29858,30660,31442,32250,33142,34130,35206,36250,37420,38665,39931,41099,42230,43288,44351,45454,46369,46919,47378,47966,48578,49336,50282,51512,52768,54070,55252,56074,56766,57539,58426,
Central African Republic,CAF,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,34.51244,,,,,,,,,,,,,48.20233,,,,,,,,,,,,60.8070488,,,,,,,,,,36.35626984,,,,,
Central African Republic,CAF,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,8,13,18,19,24,24,25,25,34,49,69,77,45,39,31,34,33,29,24,38,36,34,31,32,35,48,52,54,86,86,86,80,66,66,60,
Central African Republic,CAF,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6057,6074,6080,6111,6155,6257,6414,6601,6805,6978,7093,7147,7136,7093,7057,7002,6943,6913,6862,6848,6846,6863,6903,6974,6987,6993
Chad,TCD,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,18.3,,,,,,,,,,,
Chad,TCD,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,30199,31850,34071,36253,38638,40620,41310,41522,42044,42706,43344,43935,44704,45601,46618,47557,48103,48735,49622,50705,51929,53226,54856,56779,59007,61269,63285,65470,68016,70824,73578,76004,78536,81389,84553,87756,90699,93895,97541,101559,105774,110130,114942,120160,125663,131071,135875,140752,145972,151535,157092,162159,167458,173180,179179,
Chad,TCD,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,19.6,,,,,,,,,,,
Chad,TCD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.34738,,,,,,,37.55735397,,,,41.67312241,,,,,,,,,50.16629028,,
Chad,TCD,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,19,14,13,11,56,60,65,43,49,47,43,39,37,48,60,61,61,60,60,58,60,60,60,43,50,60,
Chad,TCD,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15527,15768,16050,16405,16841,17325,17661,18010,18260,18532,18910,19326,19822,20376,20908,21348,21800,22161,22499,22727,22964,23086,23220,23414,23606,23789
Channel Islands,CHI,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,845,792,751,751,787,833,807,784,779,789,812,847,876,901,919,928,937,933,927,915,898,868,837,809,781,757,741,735,727,722,718,714,711,711,712,720,750,788,825,866,897,875,852,847,859,873,866,843,822,797,777,787,804,814,824,
Channel Islands,CHI,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,23.4,,,,,,,,,,,,,,,23.3,,,,,,,23.4,,,,,,,,,,24.6,,,,,,,,,27.4,,,,
Chile,CHL,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,81102,84157,87961,91691,95585,99188,101768,103893,106182,108478,110703,112807,115000,117089,118916,120689,122778,124788,126491,128221,129178,128323,126496,124827,123119,121535,120418,119695,119014,118388,118240,118833,120101,121483,122774,124488,127310,130491,133401,136404,138577,138814,137834,136907,135830,134527,133236,131893,130390,128734,127166,126025,125084,124107,123120,
Chile,CHL,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,96.65398,,,,,,,,,,98.42796,,,,,,,,,,98.99098206,,,,,,99.15357971,98.87237549,,99.40818787,,,,
Chile,CHL,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522,2315,2089,1942,1804,1684,1637,1604,1580,1530,1452,1394,1334,1322,1336,1326,1342,1333,1326,1319,1289,1282,1252,1223,1195,1144
China,CHN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,,,,,22.1,,,,,,,,,,23.3,,,,,,,,,,24.7,,,,,
China,CHN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,6444540,7010245,7622589,8184016,8825126,9284355,9162976,8811590,8571874,8312103,8190025,8439566,8941099,9396321,9814849,10283129,10866428,11473746,12034325,12589805,12979759,13052302,12875819,12684284,12501427,12196803,11649940,10994526,10374938,9744529,9264801,9097005,9192090,9293474,9333922,9555457,10247509,11109623,11869464,12687481,13193254,12911415,12169286,11493368,10793793,10078224,9445143,8888214,8308618,7693209,7203865,7000591,6971196,6944793,6955861,
China,CHN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,88.77334,,,,,,,,94.28147,,,,,,,,,,98.8587265,,,,,,,,,,99.64228821,,,,,
China,CHN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928027,862486,752139,619404,497373,405525,354547,331231,328961,331446,331419,324671,308734,289686,265937,241394,215710,190082,166097,146867,131241,120859,113103,105373,100075,93435
Colombia,COL,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,22.5,,,,,,,,,,,,22.7,,,,,,,,22.5,,,,,,,,,,,,23.1,,,,,22.2,,,,,
Colombia,COL,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,203187,212315,221324,230736,240805,250255,257197,263533,270449,277272,284775,293566,303839,313848,323272,332155,341262,349082,356133,364192,369347,365585,358638,353231,347009,343706,348535,358216,366908,375710,384326,391317,397149,403234,409695,414933,417034,417706,418417,418446,418477,419957,421650,422546,423561,423283,419398,414057,409177,403690,399324,398723,399918,400365,400919,
Colombia,COL,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,,,,23.6,,,,,28,,,,,30.3,,,,,34,,,,,
Colombia,COL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.52465,,,96.995,,,,,,,,97.99131012,97.95840454,97.88317108,97.96862793,97.98927307,97.93743134,98.09841919,98.23937225,,,,
Colombia,COL,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,3,6,7,7,7,8,8,8,24,41,45,57,59,61,62,64,65,66,67,69,70,71,72,73,76,77,77,78,78,78,79,79,79,79,85,
Colombia,COL,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15766,15589,15356,15109,14699,14276,13627,12894,12152,11571,11036,10742,10548,10386,10255,10016,9644,9105,8614,8146,7667,7346,7076,6837,6603,6356
Comoros,COM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,20.1,,,,,,,,,,,,,,19.8,,,,,,,,,,,22.4,,,,,23.6,,,,,,,,,,,,,,,,,,,
Comoros,COM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,1823,1905,2029,2155,2295,2426,2509,2579,2667,2764,2851,2909,2966,3034,3117,3206,3299,3405,3530,3661,3784,3879,3971,4073,4188,4315,4454,4618,4795,4982,5178,5385,5608,5834,6067,6284,6469,6635,6800,6972,7123,7222,7304,7393,7487,7584,7699,7830,7970,8117,8270,8419,8579,8750,8929,
Comoros,COM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,,,,,,,39.3,,,
Comoros,COM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,61.71302,,,,,,,,,,,,,,,,,,,,80.1857605,,,,,,,,,,,,,86.80808258,,
Comoros,COM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,14,13,24,31,33,64,78,44,37,48,58,67,50,41,44,50,57,70,84,93,92,91,88,89,83,83,85,85,85,85,85,
Comoros,COM,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,840,819,808,802,802,810,817,829,840,849,864,874,881,887,898,903,909,909,910,914,912,910,907,898,889
"Congo, Dem. Rep.",ZAR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,
"Congo, Dem. Rep.",ZAR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,188946,190562,191938,194567,197857,201773,206650,213088,220336,228406,236284,242565,249066,256700,265318,273911,281531,289789,299146,309238,318706,326077,333477,342035,351887,361768,370104,379390,390868,404327,419132,435448,454304,474896,496185,516222,532220,547566,564038,582211,600862,618411,637502,659106,682810,706353,727093,749016,773337,798894,825837,854719,886320,919166,953505,
"Congo, Dem. Rep.",ZAR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,24.9,
"Congo, Dem. Rep.",ZAR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.41625977,,,,,,65.7765274,,,,,83.59754944,,,
"Congo, Dem. Rep.",ZAR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,25,37,37,36,51,52,53,35,38,43,52,42,43,33,50,33,45,43,61,66,67,67,66,70,75,85,77,70,70,75,82,
"Congo, Dem. Rep.",ZAR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66497,68600,71099,73662,75871,77687,79361,80498,80805,81764,83222,84739,86510,88548,90322,91602,91704,91903,91993,92046,92134,92409,92723,93345,93669,94252
"Congo, Rep.",COG,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,21.9,,,,,,,,,,
